File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF927DZC	bam	bam		alignments	GRCh38	ENCSR270OKS	polyA plus RNA-seq	/human-donors/ENCDO637AUB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF782AHJ/, /files/ENCFF598IDH/, /files/ENCFF322RPT/	4799769643	ENCODE Processing Pipeline	9c8b77cb6220ea116c289793627ca922		https://www.encodeproject.org/files/ENCFF927DZC/@@download/ENCFF927DZC.bam	V29			released	s3://encode-public/2021/04/07/09984f77-0971-4d8f-be36-87fbca05c68a/ENCFF927DZC.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance
ENCFF711HNK	bam	bam		alignments	GRCh38	ENCSR236OON	polyA plus RNA-seq	/human-donors/ENCDO828UYN/	UBERON:0001013	adipose tissue	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF437XFH/, /files/ENCFF170RHF/	4097339631	ENCODE Processing Pipeline	3339efaddbec1767dfa9d45dae47bef2		https://www.encodeproject.org/files/ENCFF711HNK/@@download/ENCFF711HNK.bam	V29			released	s3://encode-public/2021/04/05/4d4afce5-bf48-40e9-a5ec-a035298426e7/ENCFF711HNK.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance
ENCFF315IEJ	bam	bam		alignments	GRCh38	ENCSR693GGB	polyA plus RNA-seq	/human-donors/ENCDO730LED/	UBERON:0000473	testis	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF598IDH/, /files/ENCFF034BHU/, /files/ENCFF788AET/	5433267647	ENCODE Processing Pipeline	4a46c765cbe0c010aead04d0ea9b29fb		https://www.encodeproject.org/files/ENCFF315IEJ/@@download/ENCFF315IEJ.bam	V29			released	s3://encode-public/2021/04/17/322c2798-738f-4210-bef7-9b6f7ca952e5/ENCFF315IEJ.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance	insufficient read depth
ENCFF275GJL	bam	bam		alignments	GRCh38	ENCSR071ZMO	polyA plus RNA-seq	/human-donors/ENCDO304TKO/	UBERON:0002113	kidney	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF640PYL/, /files/ENCFF598IDH/, /files/ENCFF044VER/	5647276414	ENCODE Processing Pipeline	f6142ce8d289f0ba750cffe78ca45b81		https://www.encodeproject.org/files/ENCFF275GJL/@@download/ENCFF275GJL.bam	V29			released	s3://encode-public/2021/04/17/5762e782-f39d-4eb7-8393-9c5612bac19d/ENCFF275GJL.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance	insufficient read depth
ENCFF121DHE	bam	bam		alignments	GRCh38	ENCSR274JRR	polyA plus RNA-seq	/human-donors/ENCDO691SXZ/	UBERON:0000955	brain	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2015-01-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF598IDH/, /files/ENCFF716WNR/, /files/ENCFF456MMS/	4899181098	ENCODE Processing Pipeline	94cd4abf7db12e1ce97e6560cbe1064d		https://www.encodeproject.org/files/ENCFF121DHE/@@download/ENCFF121DHE.bam	V29			released	s3://encode-public/2021/04/07/c7d1c199-fe52-47bd-9552-1a724380f55d/ENCFF121DHE.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance	insufficient read depth
ENCFF457BDV	bam	bam		alignments	GRCh38	ENCSR635GTY	polyA plus RNA-seq	/human-donors/ENCDO449QPH/	UBERON:0000948	heart	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF221QNJ/, /files/ENCFF464TEM/, /files/ENCFF598IDH/	5221880654	ENCODE Processing Pipeline	b360fd509f99329cd5a2c376c17e2177		https://www.encodeproject.org/files/ENCFF457BDV/@@download/ENCFF457BDV.bam	V29			released	s3://encode-public/2021/04/17/18744d90-133f-42d6-b6f2-02eb95982b94/ENCFF457BDV.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low replicate concordance
ENCFF963QMF	bam	bam		alignments	GRCh38	ENCSR612HYR	polyA plus RNA-seq	/human-donors/ENCDO449QPH/	UBERON:0002108	small intestine	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1		101					/files/ENCFF338DKW/, /files/ENCFF721RGF/, /files/ENCFF598IDH/	9911061283	ENCODE Processing Pipeline	15785b95fc002981e83cf9bcef7307b5		https://www.encodeproject.org/files/ENCFF963QMF/@@download/ENCFF963QMF.bam	V29			released	s3://encode-public/2021/04/17/c3a1f353-3aef-42aa-9344-3a624d745903/ENCFF963QMF.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance
ENCFF690TCE	bam	bam		alignments	GRCh38	ENCSR448VSW	polyA plus RNA-seq	/human-donors/ENCDO449QPH/	UBERON:0002106	spleen	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2015-01-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_2		101					/files/ENCFF111IRS/, /files/ENCFF926YPC/, /files/ENCFF598IDH/	4786607887	ENCODE Processing Pipeline	e919f7d02246c5777f62e793c4773e41		https://www.encodeproject.org/files/ENCFF690TCE/@@download/ENCFF690TCE.bam	V29			released	s3://encode-public/2021/06/01/4fab4ab5-2fc8-493d-8278-6d6b822bc156/ENCFF690TCE.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance	insufficient read depth
ENCFF722CYS	bam	bam		alignments	GRCh38	ENCSR129KCJ	polyA plus RNA-seq	/human-donors/ENCDO449QPH/	UBERON:0002048	lung	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1		101					/files/ENCFF433PKC/, /files/ENCFF598IDH/, /files/ENCFF546XEW/	3590104654	ENCODE Processing Pipeline	86b521df105a30d57373d3e4c56ef37b		https://www.encodeproject.org/files/ENCFF722CYS/@@download/ENCFF722CYS.bam	V29			released	s3://encode-public/2021/06/01/733b7a08-1fa1-4c93-8028-326fb9292fe0/ENCFF722CYS.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance	insufficient read depth
ENCFF724XNZ	bam	bam		alignments	GRCh38	ENCSR085HNI	polyA plus RNA-seq	/human-donors/ENCDO481HRF/	UBERON:0002107	liver	tissue	Homo sapiens											polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	2014-12-08	ENCODE		chemical (Illumina TruSeq)	350-450	1	1_1		101					/files/ENCFF187OKV/, /files/ENCFF283RUU/, /files/ENCFF598IDH/	7197437464	ENCODE Processing Pipeline	3bad13c319993f806ded93a72e5e3ae7		https://www.encodeproject.org/files/ENCFF724XNZ/@@download/ENCFF724XNZ.bam	V29			released	s3://encode-public/2021/04/17/ec03eea0-8c4d-4b69-a8aa-07847e51ca7d/ENCFF724XNZ.bam	ENCODE4 v1.2.3 GRCh38 V29	released	low read depth, low replicate concordance
